-1.646204280238900697e-01,-1.127003870711706046e+00,-3.160895429326895933e-01
-7.526435616966893616e-02,-4.808327948848583611e-01,-1.214804575726218111e-01
3.128613610587857585e-02,1.573346815704449730e-01,3.509389025614296359e-02
3.167869647842618680e-02,6.294566042278930684e-01,3.614264781081137634e-02
-5.344670724675781859e-01,-9.377891969582947962e-02,-6.182910762354539708e-02
-7.075534638757142725e-01,-5.518278673938216139e-01,-4.583781734606985347e-01
-8.140321373819918715e-01,-6.306319766661043769e-01,-9.611069911933528553e-01
-8.470059527100652907e-01,-4.694477362084129579e-01,-1.530236186105487839e+00
4.570793557934268447e-01,-2.235287824285857317e-01,-6.102057582185387713e-02
7.192356556826778879e-01,-8.328495680668958068e-01,-1.788898525335238521e-01
7.330495216728807328e-01,-1.194419996257652716e+00,-5.258767334799354654e-01
6.956961037465920761e-01,-1.145739719495304509e+00,-5.175897391376192980e-01
-3.832630935089298974e-01,-1.069678711905065693e+00,-4.035896613795583732e-01
-2.632929976457997756e-01,-4.109545622670540688e-01,-1.668990135048039836e+00
-1.035316264449724910e+00,-6.307092856535451153e-01,-1.283525556372172360e+00
-7.835517490885884895e-01,-4.741371352442241283e-01,-1.611586988406554566e+00
1.487934680925160902e-01,-1.119951666130983625e+00,-3.701635615721584616e-01
9.601757944450998172e-01,-2.030878891543167752e-01,4.862789899905232277e-02
-1.768561549385716525e-01,-1.048472146166108954e-01,-5.032097583627213044e-01
-3.110045872869239836e-01,-2.130308767606376164e-01,-8.566029670191341872e-01
-4.381025589046028839e-04,-2.894607048706617403e-04,1.770426461308270086e-03
-8.007574262418050148e-01,-4.755693246299699806e-01,-1.686579471334808566e+00
-1.024351225884123195e+00,-6.250963387259790283e-01,-1.627563772745558524e+00
6.500496092464711495e-01,-1.153763933508689776e+00,-6.251607574998332417e-01
6.316819126908798099e-01,-1.120705479005993155e+00,-5.973786575295125800e-01
-1.656373127439478843e-01,-1.126855898343230633e+00,-3.168252999218716948e-01
-7.533910107125953159e-02,-4.808011002104841669e-01,-1.213905023627903229e-01
3.198695133393492790e-02,1.571127543299543072e-01,3.565240647323717621e-02
3.159441849525501667e-02,6.292696305429730241e-01,3.460372247757877162e-02
-5.342717358029500652e-01,-9.424463146808387259e-02,-6.219387833357396811e-02
-7.058630375297776371e-01,-5.484755022586313977e-01,-4.606031198469005550e-01
-8.154491636400330590e-01,-6.298978856731894949e-01,-9.599274877020519403e-01
-8.537297727304642425e-01,-4.634794699364745973e-01,-1.537348603252796986e+00
4.574108327749233927e-01,-2.229498355074581717e-01,-6.300235342549745376e-02
7.202307007597469335e-01,-8.319544355085386478e-01,-1.811242161138969797e-01
7.318905451381713112e-01,-1.194691275961485832e+00,-5.267688665464700382e-01
6.938953752246425077e-01,-1.148440148424522800e+00,-5.222796696328997346e-01
-3.842900070308182259e-01,-1.069572717878695789e+00,-4.041074077225872974e-01
-2.634259226606245896e-01,-4.108934071224800144e-01,-1.669309429199006045e+00
-1.041889455968318057e+00,-6.306738793483530614e-01,-1.296638459656319409e+00
-7.891500800422759365e-01,-4.692518230697553250e-01,-1.612547616739508527e+00
1.479654595813300055e-01,-1.119712255090628883e+00,-3.711626127729512059e-01
9.595286866613008669e-01,-2.040303614440754365e-01,4.941813760867566629e-02
-1.774298047061897143e-01,-1.057837741809369014e-01,-5.024194927446057335e-01
-3.116468374390324869e-01,-2.121243649749135762e-01,-8.565595740562291782e-01
2.204870599855938084e-04,-4.559453214408760590e-04,2.159575932896545553e-03
-8.077047708327114162e-01,-4.881056487816786138e-01,-1.698155495419355621e+00
-7.406403119582621875e-01,-6.156151379829467585e-01,-1.684374436848601109e+00
6.503278284297507872e-01,-1.153157566303980808e+00,-6.234817331894461079e-01
6.308212735236374824e-01,-1.117590918655129606e+00,-5.857243276433448109e-01
-1.680333095461489235e-01,-1.126830664880798638e+00,-3.184063746340538015e-01
-7.653009596646233315e-02,-4.802413339653103797e-01,-1.235627237698743719e-01
3.171809305863619588e-02,1.576660568742579149e-01,3.329529695948139911e-02
3.111058793807893602e-02,6.295672939355482223e-01,3.369951728866184965e-02
-5.343479952929037768e-01,-9.480775194791173088e-02,-6.264550114977195105e-02
-7.070970910563427747e-01,-5.509130664191570492e-01,-4.717976928297203387e-01
-8.164556586207567523e-01,-6.289840782215032622e-01,-9.589227275792633343e-01
-8.620903819257598188e-01,-4.644498409972841468e-01,-1.541894590733261738e+00
