-1.623816976949938318e-01,-1.185902446095277396e+00,-2.829395038635137416e-01
-7.134219885887553569e-02,-5.012529865724725253e-01,-1.089582164931810621e-01
2.718733759246019788e-02,1.697873215772317257e-01,3.096125955196159241e-02
2.610021427183974174e-02,6.243642547753174288e-01,2.970307102162213220e-02
-5.637474213529343192e-01,-1.612001322762779687e-01,-2.640665786872335719e-02
-8.560158097277962286e-01,-6.908391434889914473e-01,-2.269708216224131658e-01
-9.921804730679153472e-01,-1.053950473179970926e+00,-8.454350116867300757e-01
-1.042520745611252408e+00,-1.094465297879805510e+00,-1.011009939559103454e+00
4.308275324179473009e-01,-2.652199594686712181e-01,-2.713938054029088609e-02
7.086002902922281521e-01,-8.552075838249739714e-01,-1.974988281731533957e-01
6.790628884435676582e-01,-1.365664310680652527e+00,-4.313487406848602324e-01
6.275817724723856683e-01,-1.409446196055696099e+00,-5.115554292566785177e-01
-3.406811944925206004e-01,-1.133981805997845038e+00,-3.365725191482467071e-01
-1.168639657746785021e+00,-9.466069936462387924e-01,-1.337962482841335676e+00
-1.157822537426214327e+00,-1.090880982378078512e+00,-1.814579726516282632e+00
-1.120045252846488593e+00,-1.117278112745132113e+00,-2.202330655885050170e+00
5.372099760088246134e-02,-1.166987051655449026e+00,-3.775400793527259324e-01
7.949181234973894394e-01,-6.593567949082648205e-01,-7.265136711330440200e-02
8.031136181398205176e-01,-1.474411504935849271e+00,-9.689564256136103948e-01
4.493322312645434691e-01,-1.365774768206028611e+00,-1.149621855035900753e+00
1.396073150542899823e-03,3.313350998747814982e-03,2.106981986045601031e-03
-1.086306150410226490e+00,-1.169414831423727152e+00,-1.097479266787342311e+00
-1.061278804868084125e+00,-1.259027713028828321e+00,-9.983048127801534832e-01
5.379866800637559399e-01,-1.478458068424151728e+00,-6.380858756218057426e-01
4.938647868384072881e-01,-1.459942294110761818e+00,-6.441912173564928734e-01
-1.630875693630862988e-01,-1.184862977921091298e+00,-2.817429266038122826e-01
-7.177022389412329728e-02,-5.016104523510553914e-01,-1.088409398148839496e-01
2.622065783621193094e-02,1.673395783926366343e-01,2.952628574488983665e-02
2.730706315069003284e-02,6.232970905897141645e-01,3.078364328662206231e-02
-5.628831242245277977e-01,-1.607264708513398699e-01,-2.779362530795793929e-02
-8.578253453793558414e-01,-6.860847176811598613e-01,-2.391331708609695517e-01
-9.762527936003958517e-01,-1.022782916529556774e+00,-7.516316465856214268e-01
-1.015636505565671532e+00,-1.070468538244015777e+00,-8.841085000382272741e-01
4.316055364907895320e-01,-2.655681015859396310e-01,-2.706138657355802377e-02
7.072572216645799381e-01,-8.557066322937875169e-01,-1.966292652630056148e-01
7.027354300990977798e-01,-1.363721532785794555e+00,-4.206294717756566826e-01
6.375970544144112795e-01,-1.406426784909192484e+00,-5.038845431011161891e-01
-3.425514864550623373e-01,-1.131791811917905344e+00,-3.341468383491540961e-01
-1.171012488204156377e+00,-9.731363841992687336e-01,-1.289290777803652199e+00
-1.141236575030432743e+00,-1.111282166507885361e+00,-1.799004691169486359e+00
-1.103380056847039103e+00,-1.137533453156461594e+00,-2.186526835206664021e+00
5.357139504621763471e-02,-1.166702352335939885e+00,-3.771058573170875672e-01
